出发机场,到达机场,航班号,计划出发,计划到达,实际出发,实际到达,飞机号,是否取消,计划出发日期,计划到达日期,实际出发日期,实际到达日期,出发延迟,到达延迟,出发经度,出发纬度,到达经度,到达纬度,距离,平均温度,最高温度,最低温度,降水量,气压,风向,风速
SHA,KMG,FM9453,1453940700,1453953900,1453942500.0,1453954200.0,426.0,正常,2016-01-28,2016-01-28,2016-01-28,2016-01-28,30.0,5.0,121,31,102,24,2128,6.5,8.4,4.7,19.3,1021.9,12.0,8.0
KMG,CGO,3U8847,1452210000,1452219300,1452210480.0,1452218760.0,428.0,正常,2016-01-07,2016-01-08,2016-01-07,2016-01-08,8.0,-9.0,102,24,113,34,1263,9.9,16.7,3.1,0.0,,241.0,7.0
XMN,SHA,MF8517,1453726800,1453733700,1453727400.0,1453731960.0,431.0,正常,2016-01-25,2016-01-25,2016-01-25,2016-01-25,10.0,-29.0,118,24,121,31,507,4.7,9.2,0.1,0.0,1033.3,27.0,11.0
URC,CTU,UQ2509,1452938700,1452950100,1452942000.0,1452953160.0,446.0,正常,2016-01-16,2016-01-16,2016-01-16,2016-01-16,55.0,51.0,88,43,104,30,1774,-12.1,-9.3,-14.9,0.0,1034.7,90.0,5.0
KMG,FOC,MF8428,1452658800,1452669000,1452658980.0,1452667560.0,447.0,正常,2016-01-13,2016-01-13,2016-01-13,2016-01-13,3.0,-24.0,102,24,119,26,1891,8.4,15.8,1.0,0.0,,215.0,10.0
FOC,HRB,PN6317,1452907500,1452919800,1452909900.0,1452922260.0,61.0,正常,2016-01-16,2016-01-16,2016-01-16,2016-01-16,40.0,41.0,119,26,126,45,1368,11.7,13.4,9.9,1.9,1016.4,287.0,5.0
SHE,SJW,JD5536,1451902200,1451907900,1451903280.0,1451908980.0,456.0,正常,2016-01-04,2016-01-04,2016-01-04,2016-01-04,18.0,18.0,123,41,114,38,1013,-9.6,-3.3,-15.9,0.0,1028.8,282.0,6.0
NKG,SZX,ZH9738,1452916500,1452925800,1452918540.0,1452926580.0,458.0,正常,2016-01-16,2016-01-16,2016-01-16,2016-01-16,34.0,13.0,118,31,113,22,701,5.7,10.9,0.5,1.6,1018.7,85.0,11.0
SHE,NKG,CZ6362,1453450200,1453458900,1453450740.0,1453459260.0,462.0,正常,2016-01-22,2016-01-22,2016-01-22,2016-01-22,9.0,6.0,123,41,118,31,790,-17.2,-12.9,-21.5,0.0,1040.7,291.0,11.0
WUH,SYX,CZ6762,1453635300,1453645200,1453635240.0,1453644360.0,465.0,正常,2016-01-24,2016-01-24,2016-01-24,2016-01-24,-1.0,-14.0,114,30,109,18,737,-2.9,1.1,-6.9,0.0,1045.0,28.0,8.0
KMG,CTU,MU2496,1451833500,1451838900,1451834580.0,1451837940.0,467.0,正常,2016-01-03,2016-01-03,2016-01-03,2016-01-03,18.0,-16.0,102,24,104,30,268,10.4,16.2,4.7,0.0,,226.0,12.0
TNA,SYX,HU7790,1453974000,1453987800,1453975980.0,1453989060.0,55.0,正常,2016-01-28,2016-01-28,2016-01-28,2016-01-28,33.0,21.0,116,36,109,18,1083,3.0,7.4,-1.3,0.0,1028.5,59.0,6.0
WUH,TAO,MU2517,1452471900,1452479400,1452472680.0,1452479640.0,472.0,正常,2016-01-11,2016-01-11,2016-01-11,2016-01-11,13.0,4.0,114,30,120,36,731,3.3,5.1,1.5,2.3,1028.9,2.0,10.0
SJW,SZX,9C8905,1453041900,1453053300,1453041960.0,1453051080.0,309.0,正常,2016-01-17,2016-01-17,2016-01-17,2016-01-17,1.0,-37.0,114,38,113,22,716,-2.5,-0.1,-4.9,0.0,1026.1,112.0,7.0
SYX,PVG,MU5467,1453109100,1453120500,1453110420.0,1453119120.0,474.0,正常,2016-01-18,2016-01-18,2016-01-18,2016-01-18,22.0,-23.0,109,18,121,31,1460,18.4,19.8,17.1,2.1,1014.3,30.0,30.0
NKG,KMG,ZH9651,1451866800,1451878200,1451867580.0,1451878080.0,400.0,正常,2016-01-04,2016-01-04,2016-01-04,2016-01-04,13.0,-2.0,118,31,102,24,1795,11.1,12.5,9.6,18.0,1022.2,50.0,10.0
HET,TGO,G52739,1452228900,1452234900,1452229500.0,1452234660.0,377.0,正常,2016-01-08,2016-01-08,2016-01-08,2016-01-08,10.0,-4.0,111,40,122,43,1231,-13.7,-8.3,-19.1,0.0,1036.2,329.0,9.0
TYN,HGH,CA1764,1453197900,1453204800,1453198380.0,1453204800.0,495.0,正常,2016-01-19,2016-01-19,2016-01-19,2016-01-19,8.0,0.0,112,37,120,30,951,-9.1,-0.9,-17.3,0.0,1032.9,60.0,6.0
TAO,PVG,MU5512,1453937400,1453942500,1453959480.0,1453964160.0,499.0,正常,2016-01-27,2016-01-28,2016-01-28,2016-01-28,368.0,361.0,120,36,121,31,303,0.6,4.8,-3.7,0.0,1028.7,100.0,8.0
CTU,PEK,CA4107,1453514400,1453524300,1453515180.0,1453523280.0,501.0,正常,2016-01-23,2016-01-23,2016-01-23,2016-01-23,13.0,-17.0,104,30,116,40,1382,1.0,1.7,0.3,5.2,1043.1,308.0,6.0
PVG,FOC,MU5505,1452473700,1452480000,1452474840.0,1452479700.0,502.0,正常,2016-01-11,2016-01-11,2016-01-11,2016-01-11,19.0,-5.0,121,31,119,26,355,7.5,8.6,6.3,3.3,1026.9,32.0,13.0
HGH,CKG,CA4554,1453346400,1453356000,1453347720.0,1453357020.0,505.0,正常,2016-01-21,2016-01-21,2016-01-21,2016-01-21,22.0,17.0,120,30,106,29,1557,0.9,1.3,0.5,12.2,1029.3,337.0,9.0
SZX,TNA,ZH9939,1452822900,1452833700,1452824700.0,1452833520.0,506.0,正常,2016-01-15,2016-01-15,2016-01-15,2016-01-15,30.0,-3.0,113,22,116,36,724,14.1,15.0,13.1,21.3,1015.3,12.0,6.0
WUH,KMG,MU5453,1453083300,1453092000,1453083840.0,1453091220.0,62.0,正常,2016-01-18,2016-01-18,2016-01-18,2016-01-18,9.0,-13.0,114,30,102,24,1348,2.5,6.3,-1.4,0.0,1027.5,41.0,13.0
SZX,HGH,MF8346,1453544100,1453551300,1453544820.0,1453549980.0,507.0,正常,2016-01-23,2016-01-23,2016-01-23,2016-01-23,12.0,-22.0,113,22,120,30,872,6.5,7.6,5.4,3.2,1030.7,360.0,16.0
CTU,WUH,CA8208,1453604100,1453610700,1453605060.0,1453610160.0,511.0,正常,2016-01-24,2016-01-24,2016-01-24,2016-01-24,16.0,-9.0,104,30,114,30,1111,3.4,5.9,0.8,0.0,1044.2,320.0,6.0
HFE,CTU,CA4522,1452076800,1452086100,1452077580.0,1452085380.0,514.0,正常,2016-01-06,2016-01-06,2016-01-06,2016-01-06,13.0,-12.0,117,31,104,30,1446,7.2,7.7,6.6,0.0,1029.3,3.0,6.0
PEK,SHA,CA1885,1453717800,1453725600,1453718640.0,1453724820.0,519.0,正常,2016-01-25,2016-01-25,2016-01-25,2016-01-25,14.0,-13.0,116,40,121,31,731,-4.0,2.2,-10.1,0.0,1028.9,323.0,8.0
CKG,SHA,HO1248,1452345900,1452354600,1452346320.0,1452353100.0,540.0,正常,2016-01-09,2016-01-09,2016-01-09,2016-01-09,7.0,-25.0,106,29,121,31,1670,8.8,9.1,8.4,3.1,1020.9,311.0,5.0
PEK,SHA,CA1501,1452904200,1452912000,1452905520.0,1452911220.0,552.0,正常,2016-01-16,2016-01-16,2016-01-16,2016-01-16,22.0,-13.0,116,40,121,31,731,-3.1,-1.9,-4.4,0.1,1024.5,91.0,6.0
HGH,URC,CZ695X,1452126600,1452148800,1452129300.0,1452151260.0,148.0,正常,2016-01-07,2016-01-07,2016-01-07,2016-01-07,45.0,41.0,120,30,88,43,3552,8.4,9.2,7.7,2.1,1028.2,22.0,9.0
NKG,FOC,PN6323,1452069600,1452075300,1452072120.0,1452076380.0,558.0,正常,2016-01-06,2016-01-06,2016-01-06,2016-01-06,42.0,18.0,118,31,119,26,287,7.3,8.2,6.4,,1029.2,42.0,5.0
SZX,PVG,CZ3831,1453171200,1453179900,1453171800.0,1453177620.0,186.0,正常,2016-01-19,2016-01-19,2016-01-19,2016-01-19,10.0,-38.0,113,22,121,31,996,15.4,17.2,13.6,0.7,1020.5,38.0,7.0
SHA,HET,MU5689,1452071700,1452083100,1452072480.0,1452081540.0,559.0,正常,2016-01-06,2016-01-06,2016-01-06,2016-01-06,13.0,-26.0,121,31,111,40,1192,8.5,9.4,7.6,0.0,1028.4,11.0,9.0
HFE,XMN,MU2273,1451778900,1451784600,1451779320.0,1451784360.0,566.0,正常,2016-01-02,2016-01-03,2016-01-03,2016-01-03,7.0,-4.0,117,31,118,24,375,9.6,16.2,2.9,0.3,1021.7,140.0,4.0
HFE,PVG,MU5525,1451692500,1451696100,1451693340.0,1451696280.0,570.0,正常,2016-01-01,2016-01-02,2016-01-02,2016-01-02,14.0,3.0,117,31,121,31,444,4.2,10.1,-1.6,0.0,1027.2,127.0,6.0
SHE,PVG,MU5610,1452332400,1452341400,1452332820.0,1452340320.0,575.0,正常,2016-01-09,2016-01-09,2016-01-09,2016-01-09,7.0,-18.0,123,41,121,31,629,-10.1,-2.4,-17.7,0.0,1025.2,8.0,5.0
FOC,CGO,MF8055,1453434300,1453442100,1453435320.0,1453442160.0,577.0,正常,2016-01-22,2016-01-22,2016-01-22,2016-01-22,17.0,1.0,119,26,113,34,771,8.2,8.7,7.6,24.9,1024.6,318.0,9.0
CKG,SHA,FM9422,1451967000,1451976000,1451967840.0,1451974560.0,588.0,正常,2016-01-05,2016-01-05,2016-01-05,2016-01-05,14.0,-24.0,106,29,121,31,1670,11.2,14.8,7.6,,1019.9,44.0,4.0
FOC,PEK,MF8165,1452648600,1452658800,1452648600.0,1452657480.0,591.0,正常,2016-01-13,2016-01-13,2016-01-13,2016-01-13,0.0,-22.0,119,26,116,40,790,11.0,12.2,9.8,0.1,1024.4,79.0,4.0
PVG,HRB,HO1179,1453852200,1453863600,1453853580.0,1453862460.0,595.0,正常,2016-01-26,2016-01-27,2016-01-27,2016-01-27,23.0,-19.0,121,31,126,45,1020,0.3,7.4,-6.7,0.0,1031.5,253.0,5.0
HGH,URC,CZ6920,1451805900,1451824800,1451816220.0,1451833800.0,598.0,正常,2016-01-03,2016-01-03,2016-01-03,2016-01-03,172.0,150.0,120,30,88,43,3552,14.4,19.8,9.1,4.4,1020.7,33.0,6.0
CGO,KMG,ZH9638,1451737200,1451747100,1451737380.0,1451745960.0,600.0,正常,2016-01-02,2016-01-02,2016-01-02,2016-01-02,3.0,-19.0,113,34,102,24,1263,8.8,18.8,-1.2,0.0,1018.9,163.0,5.0
XMN,HFE,HU7296,1452858900,1452864600,1452860460.0,1452865680.0,55.0,正常,2016-01-15,2016-01-15,2016-01-15,2016-01-15,26.0,18.0,118,24,117,31,375,12.0,12.9,11.1,6.5,1018.1,46.0,6.0
PVG,SHE,9C8933,1453254300,1453263000,1453255020.0,1453262460.0,604.0,正常,2016-01-20,2016-01-20,2016-01-20,2016-01-20,12.0,-9.0,121,31,123,41,629,1.8,4.2,-0.6,4.4,1031.4,44.0,11.0
CGO,URC,ZH9845,1452654300,1452671400,1452654840.0,1452670740.0,605.0,正常,2016-01-13,2016-01-13,2016-01-13,2016-01-13,9.0,-11.0,113,34,88,43,2777,0.8,7.6,-6.1,0.0,1025.7,267.0,12.0
CKG,PVG,SC4949,1452823200,1452832200,1452823920.0,1452830400.0,607.0,正常,2016-01-15,2016-01-15,2016-01-15,2016-01-15,12.0,-30.0,106,29,121,31,1670,10.9,13.3,8.5,0.0,1015.0,343.0,6.0
XMN,SHA,MF8517,1453122000,1453128900,1453123080.0,1453128180.0,611.0,正常,2016-01-18,2016-01-18,2016-01-18,2016-01-18,18.0,-12.0,118,24,121,31,507,14.8,18.1,11.6,0.0,1020.4,54.0,13.0
HGH,HRB,MF8023,1452675300,1452687300,1452675420.0,1452685680.0,612.0,正常,2016-01-13,2016-01-13,2016-01-13,2016-01-13,2.0,-27.0,120,30,126,45,1122,4.1,5.5,2.7,0.0,1027.8,354.0,6.0
SHE,NKG,CZ6165,1453699800,1453708200,1453700100.0,1453706700.0,617.0,正常,2016-01-25,2016-01-25,2016-01-25,2016-01-25,5.0,-25.0,123,41,118,31,790,-12.7,-3.2,-22.1,0.0,1026.4,187.0,6.0
WUH,TAO,CA8213,1452582900,1452590700,1452583860.0,1452590760.0,625.0,正常,2016-01-12,2016-01-12,2016-01-12,2016-01-12,16.0,1.0,114,30,120,36,731,1.8,2.7,0.8,,1030.6,7.0,9.0
KWL,HGH,JD5557,1453949100,1453956000,1453949280.0,1453954920.0,627.0,正常,2016-01-28,2016-01-28,2016-01-28,2016-01-28,3.0,-18.0,110,25,120,30,1135,7.6,8.9,6.3,3.3,1020.1,27.0,6.0
CGO,SHA,MU5394,1453608000,1453613700,1453611060.0,1453615920.0,618.0,正常,2016-01-24,2016-01-24,2016-01-24,2016-01-24,51.0,37.0,113,34,121,31,902,-5.2,-1.4,-9.1,0.0,1042.6,274.0,19.0
PEK,CTU,3U8888,1452590400,1452601800,1452591900.0,1452600780.0,638.0,正常,2016-01-12,2016-01-12,2016-01-12,2016-01-12,25.0,-17.0,116,40,104,30,1382,-4.8,-0.1,-9.6,0.0,1029.9,357.0,9.0
SJW,PVG,NS3217,1453626900,1453634100,1453627740.0,1453634220.0,642.0,正常,2016-01-24,2016-01-24,2016-01-24,2016-01-24,14.0,2.0,114,38,121,31,856,-5.7,0.1,-11.5,0.0,1039.3,273.0,13.0
SZX,SHA,MU5362,1453296600,1453305000,1453298040.0,1453304460.0,643.0,正常,2016-01-20,2016-01-20,2016-01-20,2016-01-20,24.0,-9.0,113,22,121,31,996,15.1,15.9,14.3,3.5,1019.3,32.0,6.0
HFE,SZX,ZH9992,1452138000,1452147000,1452138840.0,1452146820.0,657.0,正常,2016-01-07,2016-01-07,2016-01-07,2016-01-07,14.0,-3.0,117,31,113,22,612,5.5,6.9,4.0,0.0,1030.2,315.0,6.0
HGH,CKG,MF8415,1452926700,1452936600,1452931860.0,1452940680.0,662.0,正常,2016-01-16,2016-01-16,2016-01-16,2016-01-16,86.0,68.0,120,30,106,29,1557,6.7,11.6,1.8,13.1,1017.7,33.0,10.0
CGO,FOC,CZ6917,1452317400,1452324600,1452318480.0,1452325440.0,571.0,正常,2016-01-09,2016-01-09,2016-01-09,2016-01-09,18.0,14.0,113,34,119,26,771,-0.4,3.9,-4.7,0.0,1026.0,112.0,4.0
XMN,SHA,MU5590,1452762600,1452769200,1452767340.0,1452772440.0,669.0,正常,2016-01-14,2016-01-14,2016-01-14,2016-01-14,79.0,54.0,118,24,121,31,507,13.1,16.3,9.9,1.4,1020.4,47.0,8.0
TYN,KMG,DR6530,1453705200,1453715700,1453704960.0,1453715520.0,676.0,正常,2016-01-25,2016-01-25,2016-01-25,2016-01-25,-4.0,-3.0,112,37,102,24,1182,-9.8,-0.7,-18.8,0.0,1036.4,222.0,9.0
TAO,TYN,SC4611,1451949300,1451955900,1451950140.0,1451956500.0,681.0,正常,2016-01-04,2016-01-05,2016-01-04,2016-01-05,14.0,10.0,120,36,112,37,890,3.5,6.6,0.4,0.0,1027.5,37.0,7.0
SZX,CKG,3U8788,1453731600,1453739700,1453732020.0,1453738320.0,253.0,正常,2016-01-25,2016-01-25,2016-01-25,2016-01-25,7.0,-23.0,113,22,106,29,819,6.3,10.9,1.8,0.0,1031.8,33.0,9.0
NKG,KMG,ZH9651,1451953200,1451964600,1451953800.0,1451963760.0,695.0,正常,2016-01-05,2016-01-05,2016-01-05,2016-01-05,10.0,-14.0,118,31,102,24,1795,8.1,8.8,7.4,0.0,1026.2,73.0,12.0
SZX,SHE,ZH9897,1453098000,1453111500,1453100160.0,1453113060.0,696.0,正常,2016-01-18,2016-01-18,2016-01-18,2016-01-18,36.0,26.0,113,22,123,41,1477,13.8,17.4,10.1,0.0,1018.5,41.0,9.0
SHA,SZX,MU5355,1452162000,1452171600,1452165060.0,1452173100.0,230.0,正常,2016-01-07,2016-01-07,2016-01-07,2016-01-07,51.0,25.0,121,31,113,22,996,6.2,8.4,4.0,0.0,1028.6,304.0,9.0
PVG,CTU,3U8962,1452396900,1452409800,1452398340.0,1452408840.0,698.0,正常,2016-01-10,2016-01-10,2016-01-10,2016-01-10,24.0,-16.0,121,31,104,30,1890,8.7,10.4,6.9,9.4,1025.1,62.0,10.0
CGO,XMN,HU7694,1452001200,1452008700,1452001140.0,1452009000.0,703.0,正常,2016-01-05,2016-01-05,2016-01-05,2016-01-05,-1.0,5.0,113,34,118,24,731,2.1,3.0,1.2,0.0,1029.7,90.0,5.0
FOC,PEK,MF8119,1453708800,1453719000,1453709640.0,1453717800.0,713.0,正常,2016-01-25,2016-01-25,2016-01-25,2016-01-25,14.0,-20.0,119,26,116,40,790,3.0,8.0,-1.9,0.0,1035.5,317.0,8.0
URC,SZX,HU7743,1453116000,1453133100,1453130640.0,1453146540.0,717.0,正常,2016-01-18,2016-01-18,2016-01-18,2016-01-18,244.0,224.0,88,43,113,22,2766,-10.3,-5.9,-14.8,6.3,1037.5,50.0,3.0
SHA,XMN,MU5561,1453716300,1453723500,1453717980.0,1453723440.0,719.0,正常,2016-01-25,2016-01-25,2016-01-25,2016-01-25,28.0,-1.0,121,31,118,24,507,-2.4,2.1,-6.8,0.0,1035.8,266.0,10.0
CGO,PVG,FM821,1453870200,1453876200,1453870440.0,1453875720.0,96.0,正常,2016-01-27,2016-01-27,2016-01-27,2016-01-27,4.0,-8.0,113,34,121,31,902,0.8,9.0,-7.3,0.0,1025.8,143.0,3.0
TAO,HRB,MF8059,1453174200,1453181400,1453174500.0,1453180740.0,727.0,正常,2016-01-19,2016-01-19,2016-01-19,2016-01-19,5.0,-11.0,120,36,126,45,859,-4.7,-2.1,-7.2,0.0,1032.9,348.0,20.0
FOC,CGO,FU6529,1453262400,1453269900,1453264320.0,1453272180.0,63.0,正常,2016-01-20,2016-01-20,2016-01-20,2016-01-20,32.0,38.0,119,26,113,34,771,7.7,8.8,6.5,31.4,1025.9,338.0,9.0
URC,CKG,GS7569,1451641500,1451655300,1451642100.0,1451654340.0,693.0,正常,2016-01-01,2016-01-01,2016-01-01,2016-01-01,10.0,-16.0,88,43,106,29,1995,-6.5,1.9,-15.0,0.0,1029.2,188.0,10.0
NKG,SZX,CZ3828,1453023600,1453032600,1453024620.0,1453032180.0,733.0,正常,2016-01-17,2016-01-17,2016-01-17,2016-01-17,17.0,-7.0,118,31,113,22,701,7.2,10.6,3.9,,1020.3,342.0,9.0
TAO,HFE,GX8864,1452492000,1452497400,1452492300.0,1452496920.0,742.0,正常,2016-01-11,2016-01-11,2016-01-11,2016-01-11,5.0,-8.0,120,36,117,31,425,-1.0,1.0,-3.0,0.0,1032.3,14.0,23.0
SZX,CKG,CA9512,1453770300,1453777800,1453771860.0,1453778580.0,757.0,正常,2016-01-26,2016-01-26,2016-01-26,2016-01-26,26.0,13.0,113,22,106,29,819,8.6,10.9,6.2,10.8,1026.8,352.0,7.0
XMN,TNA,CZ6977,1451619300,1451627400,1451620020.0,1451627100.0,759.0,正常,2016-01-01,2016-01-01,2016-01-01,2016-01-01,12.0,-5.0,118,24,116,36,644,15.3,19.2,11.5,0.0,1026.7,50.0,9.0
XMN,TNA,MF8073,1452555300,1452563700,1452555960.0,1452563340.0,193.0,正常,2016-01-11,2016-01-12,2016-01-11,2016-01-12,11.0,-6.0,118,24,116,36,644,14.5,15.2,13.8,6.1,1019.1,76.0,7.0
PEK,SHA,HU7603,1452343500,1452351300,1452344100.0,1452350340.0,763.0,正常,2016-01-09,2016-01-09,2016-01-09,2016-01-09,10.0,-16.0,116,40,121,31,731,-1.4,5.5,-8.3,0.0,1025.7,12.0,5.0
WUH,TAO,MU2517,1452903900,1452911400,1452904680.0,1452910860.0,472.0,正常,2016-01-16,2016-01-16,2016-01-16,2016-01-16,13.0,-9.0,114,30,120,36,731,2.9,7.6,-1.9,3.4,1018.2,319.0,6.0
URC,CGO,3U8128,1453882200,1453895700,1453883280.0,1453895160.0,771.0,正常,2016-01-27,2016-01-27,2016-01-27,2016-01-27,18.0,-9.0,88,43,113,34,2777,-14.9,-10.1,-19.7,0.0,1030.4,90.0,3.0
CKG,CGO,3U8509,1453161900,1453167900,1453162740.0,1453167720.0,774.0,正常,2016-01-19,2016-01-19,2016-01-19,2016-01-19,14.0,-3.0,106,29,113,34,799,10.3,11.1,9.5,0.1,1019.3,352.0,5.0
CKG,PEK,SC1154,1451830500,1451840400,1451834580.0,1451841900.0,776.0,正常,2016-01-03,2016-01-03,2016-01-03,2016-01-03,68.0,25.0,106,29,116,40,1190,8.6,10.7,6.5,,1020.5,233.0,5.0
PVG,CTU,MU5417,1451653500,1451666400,1451654340.0,1451665080.0,18.0,正常,2016-01-01,2016-01-01,2016-01-01,2016-01-01,14.0,-22.0,121,31,104,30,1890,6.2,13.2,-0.9,0.0,1029.0,163.0,7.0
TAO,SHA,MU5520,1453616400,1453622400,1453619880.0,1453624740.0,585.0,正常,2016-01-24,2016-01-24,2016-01-24,2016-01-24,58.0,39.0,120,36,121,31,303,-10.4,-5.8,-15.1,0.0,1036.6,307.0,22.0
PEK,TAO,MU743,1452496200,1452501600,1452497940.0,1452501840.0,790.0,正常,2016-01-11,2016-01-11,2016-01-11,2016-01-11,29.0,4.0,116,40,120,36,491,-4.0,-1.4,-6.6,0.0,1036.2,360.0,11.0
HRB,PVG,9C8860,1453347000,1453358400,1453346880.0,1453356420.0,791.0,正常,2016-01-21,2016-01-21,2016-01-21,2016-01-21,-2.0,-33.0,126,45,121,31,1020,-23.9,-17.1,-30.8,0.0,1037.2,276.0,6.0
SJW,XMN,NS3263,1452851400,1452860400,1452852180.0,1452860760.0,642.0,正常,2016-01-15,2016-01-15,2016-01-15,2016-01-15,13.0,6.0,114,38,118,24,811,0.7,6.8,-5.4,0.0,1018.0,13.0,6.0
TNA,XMN,SC4976,1453297200,1453305900,1453297260.0,1453305180.0,795.0,正常,2016-01-20,2016-01-20,2016-01-20,2016-01-20,1.0,-12.0,116,36,118,24,644,-2.0,2.2,-6.2,0.0,1033.5,94.0,5.0
SHA,SZX,CZ3576,1452393000,1452402600,1452393840.0,1452402420.0,797.0,正常,2016-01-10,2016-01-10,2016-01-10,2016-01-10,14.0,-3.0,121,31,113,22,996,8.7,10.4,6.9,9.4,1025.1,62.0,10.0
KMG,NKG,MU5791,1451695200,1451705100,1451695500.0,1451703120.0,760.0,正常,2016-01-02,2016-01-02,2016-01-02,2016-01-02,5.0,-33.0,102,24,118,31,1795,11.1,16.2,5.9,0.0,,251.0,9.0
SHA,PEK,CA1516,1452336900,1452345300,1452337500.0,1452343860.0,800.0,正常,2016-01-09,2016-01-09,2016-01-09,2016-01-09,10.0,-24.0,121,31,116,40,731,4.3,9.5,-0.9,0.0,1027.1,90.0,5.0
SHA,SYX,9C8779,1453416000,1453428000,1453416360.0,1453427460.0,416.0,正常,2016-01-21,2016-01-22,2016-01-21,2016-01-22,6.0,-9.0,121,31,109,18,1460,3.2,4.5,1.9,3.3,1029.5,27.0,12.0
FOC,PEK,MF8171,1453788000,1453798200,1453790040.0,1453798140.0,827.0,正常,2016-01-26,2016-01-26,2016-01-26,2016-01-26,34.0,-1.0,119,26,116,40,790,6.5,13.0,0.1,11.6,1030.3,286.0,7.0
TNA,CTU,SC4901,1453591800,1453601400,1453592040.0,1453600680.0,215.0,正常,2016-01-23,2016-01-24,2016-01-23,2016-01-24,4.0,-12.0,116,36,104,30,1352,-11.3,-7.1,-15.5,0.0,1043.7,4.0,10.0
HET,URC,CA1265,1453433400,1453446600,1453447740.0,1453458540.0,831.0,正常,2016-01-22,2016-01-22,2016-01-22,2016-01-22,239.0,199.0,111,40,88,43,2557,-20.9,-17.9,-24.0,0.1,1052.0,298.0,18.0
FOC,SHA,MU5508,1451871300,1451875800,1451872260.0,1451875800.0,842.0,正常,2016-01-04,2016-01-04,2016-01-04,2016-01-04,16.0,0.0,119,26,121,31,355,19.9,23.9,15.8,0.6,1019.0,226.0,5.0
HGH,SJW,9C8556,1453169700,1453177500,1453170540.0,1453177200.0,850.0,正常,2016-01-19,2016-01-19,2016-01-19,2016-01-19,14.0,-5.0,120,30,114,38,778,2.6,5.9,-0.7,0.0,1032.1,8.0,8.0
PEK,HGH,FM9158,1453244700,1453252500,1453245840.0,1453252200.0,854.0,正常,2016-01-19,2016-01-20,2016-01-19,2016-01-20,19.0,-5.0,116,40,120,30,684,-7.5,-1.2,-13.7,0.0,1033.1,189.0,8.0
HGH,CTU,3U8912,1452768300,1452779700,1452774000.0,1452784080.0,861.0,正常,2016-01-14,2016-01-14,2016-01-14,2016-01-14,95.0,73.0,120,30,104,30,1779,5.0,9.1,0.8,0.6,1024.0,119.0,5.0
XMN,PEK,CA1816,1452082500,1452093300,1452084960.0,1452094500.0,865.0,正常,2016-01-06,2016-01-06,2016-01-06,2016-01-06,41.0,20.0,118,24,116,40,835,18.4,21.0,15.7,0.0,1021.3,97.0,9.0
HRB,PEK,CZ6280,1453287900,1453295100,1453287780.0,1453294020.0,868.0,正常,2016-01-20,2016-01-20,2016-01-20,2016-01-20,-2.0,-18.0,126,45,116,40,1147,-22.8,-17.9,-27.7,0.0,1036.8,260.0,5.0
TYN,HGH,MU5486,1451804100,1451811600,1451804040.0,1451810340.0,560.0,正常,2016-01-03,2016-01-03,2016-01-03,2016-01-03,-1.0,-21.0,112,37,120,30,951,2.0,11.2,-7.1,0.0,1024.6,340.0,4.0
KMG,WUH,8L9891,1453430700,1453438800,1453432860.0,1453438680.0,873.0,正常,2016-01-22,2016-01-22,2016-01-22,2016-01-22,36.0,-2.0,102,24,114,30,1348,12.1,14.7,9.5,0.0,,221.0,11.0
CTU,CGO,3U8857,1453418400,1453425600,1453419540.0,1453424640.0,861.0,正常,2016-01-21,2016-01-22,2016-01-21,2016-01-22,19.0,-16.0,104,30,113,34,1010,6.7,7.3,6.1,3.9,1023.1,353.0,6.0
CTU,SZX,CA4311,1452151800,1452159900,1452152460.0,1452159600.0,876.0,正常,2016-01-07,2016-01-07,2016-01-07,2016-01-07,11.0,-5.0,104,30,113,22,1037,9.8,10.6,9.0,1.5,1025.9,311.0,5.0
WUH,PEK,MU2455,1452420000,1452427200,1452421200.0,1452427380.0,878.0,正常,2016-01-10,2016-01-10,2016-01-10,2016-01-10,20.0,3.0,114,30,116,40,519,5.9,6.7,5.1,2.5,1024.5,360.0,7.0
SHE,CTU,3U8580,1452924900,1452939000,1452935580.0,1452948180.0,880.0,正常,2016-01-16,2016-01-16,2016-01-16,2016-01-16,178.0,153.0,123,41,104,30,2159,-9.3,-6.5,-12.2,0.8,1026.6,355.0,14.0
HRB,NKG,CZ3126,1452240600,1452251100,1452241440.0,1452250200.0,518.0,正常,2016-01-08,2016-01-08,2016-01-08,2016-01-08,14.0,-15.0,126,45,118,31,1208,-16.2,-11.4,-21.1,0.0,1020.0,224.0,10.0
CTU,SZX,ZH9924,1452381600,1452390000,1452383340.0,1452390180.0,458.0,正常,2016-01-09,2016-01-10,2016-01-09,2016-01-10,29.0,3.0,104,30,113,22,1037,8.8,9.1,8.4,3.1,1020.9,311.0,5.0
KWL,CGO,EU2252,1452856200,1452864300,1452859140.0,1452865200.0,892.0,正常,2016-01-15,2016-01-15,2016-01-15,2016-01-15,49.0,15.0,110,25,113,34,494,8.8,11.5,6.1,,1017.7,77.0,5.0
TAO,PEK,SC4655,1453279500,1453284900,1453281360.0,1453286820.0,897.0,正常,2016-01-20,2016-01-20,2016-01-20,2016-01-20,31.0,32.0,120,36,116,40,491,-4.5,-1.7,-7.4,0.0,1034.4,17.0,10.0
